filename,chroma_stft,chroma_cqt,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
249_3.wav,0.4908674955368042,0.6904212275138664,0.029958365485072136,3710.55684181063,2859.49135798584,7054.815673828125,0.22938121448863635,-425.8279113769531,41.06446838378906,-26.64038848876953,5.3783369064331055,18.628454208374023,-0.71347975730896,-2.2594246864318848,2.551093816757202,-3.159593343734741,-7.231598377227783,-4.3584442138671875,-0.15191294252872467,-5.832357883453369,4.200685501098633,-1.8942062854766846,-3.493377685546875,-0.03684171661734581,3.7698240280151367,2.023824453353882,0.6366762518882751,a
14_2.wav,0.676662266254425,0.7269025183212504,0.037070974707603455,4648.435030770018,2836.705697383826,7990.775923295455,0.3897483132102273,-413.8135681152344,11.43190860748291,-25.5551700592041,6.010522842407227,1.3977596759796143,-0.5054325461387634,-10.08060359954834,-1.3051815032958984,-9.034895896911621,-4.210196495056152,-2.1546056270599365,-7.436007499694824,-5.223232746124268,3.0892229080200195,-3.9808707237243652,-3.635239601135254,-1.599143147468567,-5.6971435546875,-1.8425902128219604,-6.677015781402588,a
125_3.wav,0.7271463871002197,0.7506340509624518,0.02900572307407856,4657.692440207481,2862.103997178267,7958.476118607955,0.3989035866477273,-460.1366882324219,19.533348083496094,-19.080860137939453,7.669796943664551,3.1312661170959473,1.4308027029037476,-4.599963665008545,1.4343913793563843,-6.053653240203857,-7.53846549987793,1.9282429218292236,0.6651697754859924,-5.803109645843506,-0.3992711007595062,-3.2379934787750244,-2.8711438179016113,-1.405074954032898,-4.685061931610107,-1.723700761795044,-1.3929775953292847,a
76_0.wav,0.484163373708725,0.582320461524231,0.03694124147295952,3719.58742642633,2980.0989751329475,7424.795254794034,0.19117320667613635,-380.6815185546875,36.12682342529297,-11.3974027633667,13.477683067321777,7.956396579742432,8.252056121826172,2.417865753173828,5.563495635986328,-8.13076114654541,1.3992706537246704,5.005336284637451,4.708745002746582,2.2730917930603027,3.461200475692749,-2.155532121658325,-4.927661418914795,1.4915565252304077,2.6579277515411377,-0.13864760100841522,-2.805360794067383,a
198_3.wav,0.5520311594009399,0.6974664428504952,0.026454998180270195,4822.16671180879,2965.8814773007634,8139.55078125,0.37889515269886365,-409.2821044921875,9.488460540771484,-15.578878402709961,4.459107875823975,5.290284156799316,-4.461524963378906,-6.072174072265625,-0.4146251976490021,-4.656054973602295,1.7379075288772583,1.7228068113327026,1.4414725303649902,-3.180368661880493,0.898027241230011,-3.5337724685668945,1.5638518333435059,8.118851661682129,9.18517780303955,11.330135345458984,6.24884033203125,a
229_2.wav,0.6867571473121643,0.7821493247558172,0.026265643537044525,4670.211803492269,2879.6032574275546,7790.37031693892,0.4028986150568182,-481.8320007324219,18.181602478027344,-20.751712799072266,-8.990286827087402,9.132726669311523,0.5947756767272949,-4.883416652679443,-4.889378070831299,-7.227202892303467,-3.6833977699279785,-4.304057598114014,3.128664493560791,-7.017059326171875,-1.3129181861877441,2.4884796142578125,-2.278411865234375,-2.160640001296997,-0.9311935901641846,-2.4231362342834473,-1.0205644369125366,a
124_0.wav,0.6294487714767456,0.6623650354156699,0.03650779649615288,4485.380575373132,3076.487151147617,8116.304709694602,0.27283824573863635,-393.0509948730469,15.347853660583496,-13.8922758102417,6.1618146896362305,9.7208890914917,6.7192230224609375,4.819289207458496,3.0087006092071533,-4.788296222686768,4.588280200958252,5.3305253982543945,-1.8081889152526855,-0.6769595742225647,1.876395344734192,6.819632053375244,0.3787934482097626,1.211566686630249,1.4326777458190918,2.5493998527526855,-0.9897329807281494,a
150_2.wav,0.5700414180755615,0.7120417798306448,0.05671973153948784,3412.0990489707665,2830.165588786266,6684.346701882102,0.21595348011363635,-377.9897766113281,42.22331619262695,-13.240769386291504,3.1275787353515625,13.826684951782227,7.009965419769287,-3.885781764984131,1.693657636642456,-4.876063823699951,1.4190070629119873,2.68790340423584,-5.029211044311523,-2.8869364261627197,0.3279329538345337,-3.3086187839508057,-1.2625746726989746,3.7519302368164062,3.505262613296509,9.241402626037598,9.056357383728027,a
48_1.wav,0.5985345840454102,0.5929004568277549,0.04027579352259636,4009.818803081986,3121.9407011136445,7938.655783913352,0.21708540482954544,-358.0870056152344,32.893489837646484,-4.943387508392334,11.085936546325684,11.249824523925781,5.835325241088867,0.9547633528709412,8.23625373840332,-6.029501438140869,1.3923381567001343,1.9704397916793823,2.419036626815796,-1.4530003070831299,4.892182350158691,0.6862583756446838,-2.8257863521575928,-1.183326244354248,-1.6757968664169312,-0.9117892980575562,2.7932450771331787,a
255_0.wav,0.47802215814590454,0.5541697731889008,0.037428874522447586,3644.1727094311286,2973.425877244396,7305.87324662642,0.16347434303977273,-403.7055969238281,38.34542465209961,-15.661980628967285,20.689634323120117,15.607657432556152,11.47230339050293,-5.777294635772705,9.852458953857422,3.956317186355591,0.41459906101226807,0.2319784164428711,4.567981719970703,1.3162410259246826,-0.7789457440376282,5.4845356941223145,-4.6314287185668945,-1.7697867155075073,-5.61982536315918,0.7219802737236023,0.939561665058136,a
11_2.wav,0.5958064794540405,0.5353571610206521,0.04414382204413414,3751.9112251200027,3140.196044685208,7644.531804865057,0.1294833096590909,-336.91815185546875,30.50982093811035,-7.212453842163086,11.36386489868164,8.406986236572266,10.792536735534668,7.479275703430176,0.6754617094993591,2.755424737930298,6.996781826019287,4.315737724304199,4.442798614501953,9.297847747802734,11.01339054107666,9.36221981048584,10.527097702026367,3.8843131065368652,-1.684532880783081,-0.021853597834706306,-0.5863780379295349,a
31_2.wav,0.5916708111763,0.7321902732503527,0.02933651953935623,4381.114114018673,2972.653913785453,7910.515802556818,0.23481889204545456,-439.5312194824219,4.7933735847473145,-22.405731201171875,11.038578033447266,5.6205668449401855,1.542343258857727,0.31396669149398804,1.8870126008987427,2.175905466079712,0.8341579437255859,0.5099921822547913,2.3460068702697754,-0.4325445890426636,3.707224130630493,-0.146559938788414,5.118310928344727,5.468852996826172,3.4811179637908936,7.395663738250732,9.30677318572998,a
260_2.wav,0.6980741024017334,0.7598866354689009,0.03535924851894379,4516.433743200157,2819.1903309263985,7653.830233487216,0.3776300603693182,-439.74493408203125,22.30375862121582,-22.84589385986328,0.9461460709571838,6.68442964553833,2.068599224090576,-8.073538780212402,1.766960859298706,-6.691655158996582,-7.987058639526367,1.006392002105713,-2.2691853046417236,-6.480970859527588,2.9582979679107666,-4.539157390594482,-5.099884033203125,-3.8901116847991943,-1.4075236320495605,0.006546880584210157,-4.391570568084717,a
107_2.wav,0.5004452466964722,0.6584837410757856,0.03597321733832359,4613.993553758882,2794.704763153159,7774.954501065341,0.35063032670454547,-390.2872009277344,19.141809463500977,-7.581213474273682,5.407743453979492,7.561085224151611,-3.1099867820739746,-8.270342826843262,1.6952472925186157,-4.940125465393066,-1.9660370349884033,-0.2253204733133316,-0.32020342350006104,-2.078587532043457,0.16445410251617432,-5.535656452178955,2.3638412952423096,4.303432464599609,8.596139907836914,8.048552513122559,10.420961380004883,a
147_3.wav,0.7185667753219604,0.7517905649509192,0.02555898018181324,4900.611686702433,2975.2128641255704,8472.826038707386,0.4266690340909091,-450.6047668457031,6.364875793457031,-17.69428253173828,3.119401693344116,-1.4492073059082031,-2.9376320838928223,-11.244194984436035,-2.7434725761413574,-3.5023305416107178,-2.6283652782440186,-2.3112266063690186,-1.5681185722351074,-1.1437758207321167,4.786325454711914,-4.305552005767822,-2.836794853210449,0.9289987683296204,0.44986411929130554,-0.8238567113876343,-5.16959810256958,a
108_3.wav,0.7184316515922546,0.7478276349562674,0.029884429648518562,4471.247780371703,2942.541850949541,7900.238591974432,0.31456409801136365,-430.4873352050781,22.3682861328125,-20.240530014038086,3.8810713291168213,3.371316432952881,-0.10170121490955353,-6.275672435760498,-2.57666015625,0.2778393030166626,-3.923724412918091,0.10029088705778122,3.7849512100219727,-1.6945911645889282,0.19139038026332855,1.5697840452194214,2.4529600143432617,-3.54732346534729,0.5936647057533264,0.21871744096279144,-0.5652719140052795,a
13_1.wav,0.6234740614891052,0.4597021956051953,0.03570571169257164,3566.5270524399066,3074.5873376548134,7337.194269353693,0.12335759943181818,-395.9512634277344,32.33616638183594,-8.049649238586426,22.862401962280273,15.58231258392334,16.88416862487793,7.44221830368042,6.221856594085693,0.5839465856552124,6.208175182342529,6.208177089691162,1.772081732749939,2.9668405055999756,4.892871379852295,1.5866676568984985,3.9531145095825195,0.42713606357574463,1.188132643699646,-0.8283427953720093,1.2782765626907349,a
