filename,chroma_stft,chroma_cqt,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
66a6_0_0.wav,0.5963756442070007,0.6700560450553894,0.04796839877963066,4962.436411750462,3069.1453874758895,8609.36612215909,0.4198219992897727,-400.8831787109375,13.974104881286621,12.088062286376953,4.393250465393066,-8.977120399475098,-8.51923656463623,-5.24652624130249,-2.5939443111419678,-0.4633837938308716,-0.6193747520446777,-4.550778865814209,-0.9234670996665955,-3.1920433044433594,1.3500337600708008,-6.272979736328125,-3.37497615814209,-1.9117499589920044,-2.5845649242401123,-5.035304546356201,0.26281893253326416
66a6_0_1.wav,0.48979413509368896,0.6583918333053589,0.03758308291435242,4986.208434335161,3267.736627149485,8801.207386363636,0.35685591264204547,-371.8382873535156,22.60334014892578,24.95172882080078,6.013096809387207,-5.066699504852295,-3.2472128868103027,4.08283805847168,0.6930118203163147,7.088960647583008,1.5062432289123535,4.559981822967529,-0.2272944450378418,7.024345397949219,-0.5901476144790649,3.9379079341888428,1.717920184135437,1.3662766218185425,3.3353569507598877,0.5838556289672852,0.14465557038784027
66a6_0_2.wav,0.6364101767539978,0.6886067390441895,0.03807157650589943,4757.86451731518,3104.2523638720904,8570.948930220171,0.3775967684659091,-410.8371276855469,12.8491792678833,-5.073450088500977,7.801507472991943,-0.9643813967704773,-0.011680169962346554,-3.444547414779663,-4.09285831451416,-8.945882797241211,-6.1874847412109375,-4.841029644012451,-3.8306822776794434,-5.041545867919922,-4.027265548706055,0.4547902047634125,-2.5483596324920654,0.2028372436761856,-2.003998041152954,2.119814395904541,-2.181246757507324
66a6_0_3.wav,0.36719536781311035,0.5339367389678955,0.045330435037612915,3641.753936653334,3264.8616215087623,7869.65165571733,0.14397638494318182,-324.0657958984375,50.83576965332031,8.022929191589355,7.458917140960693,-2.5202271938323975,-1.4705997705459595,4.380341053009033,-2.890138864517212,-3.1332411766052246,-6.95303201675415,-6.768465995788574,-5.521074295043945,-1.1292849779129028,0.5495989322662354,-0.180325448513031,-1.3945624828338623,-1.112176537513733,0.3172811269760132,5.588256359100342,4.0845866203308105
66ax_1_0.wav,0.3466648459434509,0.6444677114486694,0.05358448997139931,4206.554228266091,3183.950015599505,7928.86796431108,0.2619850852272727,-285.9870910644531,46.83658218383789,27.862913131713867,5.797843933105469,-7.375114917755127,-3.37156081199646,0.21270714700222015,-3.6582727432250977,-5.41111421585083,-1.7066524028778076,-0.48814332485198975,0.5415888428688049,7.967529296875,-1.1511991024017334,1.1087723970413208,-0.8190879821777344,2.158440351486206,-1.416075587272644,-1.6593836545944214,-1.2610676288604736
66ax_1_1.wav,0.4226391315460205,0.5187726616859436,0.04754773527383804,4188.349906428576,3241.095709016557,8080.33447265625,0.20753062855113635,-353.046630859375,20.602840423583984,21.158842086791992,6.669093608856201,-7.971229553222656,8.417139053344727,9.38833236694336,-3.2554595470428467,7.432479381561279,7.302502155303955,0.8739734292030334,2.876467704772949,-2.111893892288208,2.1690053939819336,3.072096824645996,5.129274368286133,3.92665958404541,12.362853050231934,11.847262382507324,11.593236923217773
66ax_1_2.wav,0.6438412666320801,0.7528825998306274,0.04654189199209213,4425.425860469394,2880.8350464536525,7840.288196910511,0.3617276278409091,-391.4440612792969,27.437162399291992,-21.193199157714844,-2.1299257278442383,2.0838510990142822,10.795365333557129,-6.0512003898620605,1.574284315109253,-1.7300689220428467,-6.0582594871521,-3.0078766345977783,3.6791117191314697,-2.5439672470092773,-5.255621433258057,-2.6457855701446533,-0.4621039628982544,-2.7103230953216553,-4.469627857208252,-1.362305760383606,-0.6785205006599426
66ax_1_3.wav,0.520679771900177,0.48553749918937683,0.06486395001411438,3538.382644744852,3066.960635820511,7099.594948508523,0.1544522372159091,-260.16351318359375,31.416088104248047,18.117998123168945,7.77439546585083,-2.767387628555298,12.312097549438477,10.57789134979248,9.501363754272461,9.474750518798828,7.083853244781494,4.87452507019043,8.021971702575684,8.708809852600098,12.53072452545166,2.8135547637939453,4.802101135253906,4.4264631271362305,6.16903829574585,0.8968918323516846,7.909927845001221
66hh_2_0.wav,0.5208730697631836,0.7337642908096313,0.04736626520752907,5809.439062208275,2980.0894320324164,9130.322820490057,0.5035955255681818,-392.1576843261719,2.1872076988220215,20.968215942382812,0.1609351634979248,-13.308704376220703,-14.904458045959473,-2.240124464035034,-10.965808868408203,-6.766170024871826,-8.248175621032715,-7.856252670288086,-3.062265157699585,-2.884028911590576,-7.050291061401367,-1.0019598007202148,-2.9761197566986084,-1.7012476921081543,-1.083463191986084,0.9113020300865173,3.635014295578003
66hh_2_1.wav,0.524422287940979,0.6165674328804016,0.047620903700590134,3923.480232987939,3238.606284680465,7930.825528231534,0.24057839133522727,-328.20428466796875,48.1705207824707,1.4298778772354126,2.696382761001587,-0.9388535022735596,-6.277954578399658,3.7356913089752197,-1.0004669427871704,4.055264472961426,-4.698362827301025,-4.045044422149658,-1.5041801929473877,0.2979605197906494,-0.8872384428977966,1.6391894817352295,-0.748744547367096,-1.5034115314483643,0.36647701263427734,-0.43388405442237854,0.24536728858947754
